"","reference","eventDate","bud","flower","fruit","seed_disperse","veg_only","dataset","month","day","year","jdate","march_temperature","april_temperature","may_temperature","june_temperature","july_temperature","august_temperature","sept_temperature","NA_L2CODE","NA_L2NAME","NA_L1CODE","NA_L1NAME","NA_L2KEY","NA_L1KEY","Shape_Leng","Shape_Area","decimalLongitude","decimalLatitude","date"
"420","38616","1954-06-18",NA,NA,"Y",NA,NA,"ECSmith",6,18,1954,169,-0.699999988079071,4.30000019073486,8.60000038146973,14.1999998092651,16.3000011444092,16.2000007629395,13,"5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","5.3  ATLANTIC HIGHLANDS","5  NORTHERN FORESTS",2253259.42745,34832590316.9,-64.3834,44.45103,1900-06-18
"421","38619","1954-06-24",NA,NA,"Y",NA,NA,"ECSmith",6,24,1954,175,-1.5,3.60000014305115,9.10000038146973,15.1999998092651,17.5,16.1000003814697,13.1000003814697,"8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS",9752633.62823,160748671110,-64.3545402,45.4210544,1900-06-24
"422","36258","1954-07-01",NA,NA,"Y",NA,NA,"ECSmith",7,1,1954,182,-1.89999997615814,2.40000009536743,8.19999980926514,14.5,18.1000003814697,16.8000011444092,13.6000003814697,"5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","5.3  ATLANTIC HIGHLANDS","5  NORTHERN FORESTS",2253259.42745,34832590316.9,-61.56728,45.65578,1900-07-01
"423","38621","1954-06-24",NA,NA,"Y",NA,NA,"ECSmith",6,24,1954,175,-1.5,3.60000014305115,9.10000038146973,15.1999998092651,17.5,16.1000003814697,13.1000003814697,"8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS",9752633.62823,160748671110,-64.3545402,45.4210544,1900-06-24
"424","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=18326057","1954-06-16",NA,NA,NA,"Y",NA,"Online Herbarium",6,16,1954,167,2.70000004768372,10.6000003814697,13.6000003814697,20.3000011444092,21.8999996185303,20.2000007629395,17.7000007629395,"8.4","OZARK/OUACHITA-APPALACHIAN FORESTS","8","EASTERN TEMPERATE FORESTS","8.4  OZARK/OUACHITA-APPALACHIAN FORESTS","8  EASTERN TEMPERATE FORESTS",6793228.13774,344088619037,-75.981351,40.632866,1900-06-16
"425","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=11968893","1955-05-07","Y","Y",NA,NA,NA,"Online Herbarium",5,7,1955,127,0.900000035762787,10.3000001907349,14.6999998092651,16.8999996185303,23.1000003814697,22,16.3999996185303,"5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","5.3  ATLANTIC HIGHLANDS","5  NORTHERN FORESTS",1357092.4693,21835391920.3,-79.268381,41.810247,1900-05-07
"426","https://sernecportal.org/portal/collections/individual/index.php?occid=5788649","1955-05-19","Y","Y",NA,NA,NA,"Online Herbarium",5,19,1955,139,-1.10000002384186,8.40000057220459,14.5,17.8000011444092,22.8000011444092,21.6000003814697,14.6999998092651,"8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS",9444483.33775,232394679912,-74.010407,42.604245,1900-05-19
"427","39565","1955-05-30","Y","Y",NA,NA,NA,"ECSmith",5,30,1955,150,-2.79999995231628,2.5,8.10000038146973,13.4000005722046,18.3000011444092,18.6000003814697,13.4000005722046,"5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","5.3  ATLANTIC HIGHLANDS","5  NORTHERN FORESTS",2253259.42745,34832590316.9,-61.67822,45.57745,1900-05-30
"428","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=11968886","1955-05-19",NA,"Y","Y",NA,NA,"Online Herbarium",5,19,1955,139,2,11.1000003814697,15.4000005722046,17.8000011444092,23.7000007629395,22.7000007629395,16.7000007629395,"8.4","OZARK/OUACHITA-APPALACHIAN FORESTS","8","EASTERN TEMPERATE FORESTS","8.4  OZARK/OUACHITA-APPALACHIAN FORESTS","8  EASTERN TEMPERATE FORESTS",6793228.13774,344088619037,-79.478102,41.294276,1900-05-19
"429","39563","1955-05-21",NA,"Y","Y",NA,NA,"ECSmith",5,21,1955,141,-0.800000011920929,4.80000019073486,10.1999998092651,13.9000005722046,18,17.8999996185303,13,"5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","5.3  ATLANTIC HIGHLANDS","5  NORTHERN FORESTS",2253259.42745,34832590316.9,-65.44884,43.5569,1900-05-21
"430","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=17000101","1955-06-20",NA,NA,"Y","Y",NA,"Online Herbarium",6,20,1955,171,3.29999995231628,10.9000005722046,16.3999996185303,18.6000003814697,24.8000011444092,23.2000007629395,17,"8.4","OZARK/OUACHITA-APPALACHIAN FORESTS","8","EASTERN TEMPERATE FORESTS","8.4  OZARK/OUACHITA-APPALACHIAN FORESTS","8  EASTERN TEMPERATE FORESTS",6793228.13774,344088619037,-75.513593,40.804785,1900-06-20
"431","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=11968959","1955-06-04",NA,NA,"Y",NA,NA,"Online Herbarium",6,4,1955,155,1.5,9.60000038146973,15.3000001907349,17.1000003814697,23.1000003814697,21.7000007629395,15.5,"5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","5.3  ATLANTIC HIGHLANDS","5  NORTHERN FORESTS",1357092.4693,21835391920.3,-78.416317,41.257287,1900-06-04
"432","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=18329640","1955-06-28",NA,NA,"Y","Y",NA,"Online Herbarium",6,28,1955,179,1.30000007152557,10,15,17.8999996185303,23.2000007629395,22,15.1999998092651,"5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","5.3  ATLANTIC HIGHLANDS","5  NORTHERN FORESTS",466309.632614,4854004413.29,-75.062297,41.61012,1900-06-28
"433","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=24858977","1955-06-10",NA,NA,"Y","Y",NA,"Online Herbarium",6,10,1955,161,0.300000011920929,8.60000038146973,14.1000003814697,16.3999996185303,22.3999996185303,21.1000003814697,14.3000001907349,"5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","5.3  ATLANTIC HIGHLANDS","5  NORTHERN FORESTS",1357092.4693,21835391920.3,-77.278234,41.788841,1900-06-10
"434","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=18329732","1955-06-23",NA,NA,"Y","Y",NA,"Online Herbarium",6,23,1955,174,1.20000004768372,8.90000057220459,14.9000005722046,17.3000011444092,23,21.8000011444092,15.3000001907349,"8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS",9444483.33775,232394679912,-76.458125,41.8459,1900-06-23
"435","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=18326106","1955-06-23",NA,NA,"Y","Y",NA,"Online Herbarium",6,23,1955,174,1.20000004768372,8.90000057220459,14.9000005722046,17.3000011444092,23,21.8000011444092,15.3000001907349,"8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS",9444483.33775,232394679912,-76.465948,41.856992,1900-06-23
"436","https://neherbaria.org/portal/collections/individual/index.php?occid=699949","1955-07-13",NA,NA,"Y","Y",NA,"Online Herbarium",7,13,1955,194,-2.60000014305115,6.80000019073486,13.6999998092651,17.3000011444092,21.7000007629395,20.6000003814697,13.5,"5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","5.3  ATLANTIC HIGHLANDS","5  NORTHERN FORESTS",4392637.73784,160162093148,-72.28244,43.55103,1900-07-13
"437","50556","1955-07-03",NA,NA,"Y",NA,NA,"ECSmith",7,3,1955,184,-4.80000019073486,2.20000004768372,9,14.6999998092651,19.3000011444092,18.2000007629395,11.6000003814697,"8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS",9752633.62823,160748671110,-65.5752464793,47.0853010133,1900-07-03
"438","https://neherbaria.org/portal/collections/individual/index.php?occid=702361","1955-08-31",NA,NA,NA,"Y",NA,"Online Herbarium",8,31,1955,243,-2.20000004768372,6.7000002861023,13.6999998092651,17.1000003814697,21.3999996185303,20.3000011444092,13.4000005722046,"5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","5.3  ATLANTIC HIGHLANDS","5  NORTHERN FORESTS",4392637.73784,160162093148,-71.9381,43.6539,1900-08-31
"439","https://neherbaria.org/portal/collections/individual/index.php?occid=702355","1955-08-31",NA,NA,NA,"Y",NA,"Online Herbarium",8,31,1955,243,-2.20000004768372,6.7000002861023,13.6999998092651,17.1000003814697,21.3999996185303,20.3000011444092,13.4000005722046,"5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","5.3  ATLANTIC HIGHLANDS","5  NORTHERN FORESTS",4392637.73784,160162093148,-71.9381,43.6539,1900-08-31
"440","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=24858979","1956-05-24","Y","Y",NA,NA,NA,"Online Herbarium",5,24,1956,145,-2.60000014305115,4.5,10.1999998092651,17.2000007629395,17.8999996185303,17.8000011444092,13,"5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","5.3  ATLANTIC HIGHLANDS","5  NORTHERN FORESTS",1357092.4693,21835391920.3,-77.287304,41.810583,1900-05-24
"441","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=24858978","1956-05-24","Y","Y",NA,NA,NA,"Online Herbarium",5,24,1956,145,-2.60000014305115,4.5,10.1999998092651,17.2000007629395,17.8999996185303,17.8000011444092,13,"5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","5.3  ATLANTIC HIGHLANDS","5  NORTHERN FORESTS",1357092.4693,21835391920.3,-77.291679,41.810769,1900-05-24
"442","https://neherbaria.org/portal/collections/individual/index.php?occid=2101097","1956-06-16","Y","Y",NA,NA,NA,"Online Herbarium",6,16,1956,168,-3,4.7000002861023,9.10000038146973,16.7000007629395,18.7000007629395,18.5,13.3000001907349,"8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS",72819.7337035,31278066.6017,-68.91477,44.30157,1900-06-16
"443","39562","1956-05-19","Y","Y",NA,NA,NA,"ECSmith",5,19,1956,140,-4,3.90000009536743,7.30000019073486,15,16.8000011444092,16.1000003814697,12,"5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","5.3  ATLANTIC HIGHLANDS","5  NORTHERN FORESTS",2253259.42745,34832590316.9,-65.02987,44.37407,1900-05-19
"444","41409","1956-05-31","Y","Y","Y",NA,NA,"ECSmith",5,31,1956,152,-5.5,2.70000004768372,7.5,14.8000001907349,17.3000011444092,16.3000011444092,12.3000001907349,"8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS",9752633.62823,160748671110,-63.97498,45.79719,1900-05-31
"445","41411","1956-06-05","Y","Y","Y",NA,NA,"ECSmith",6,5,1956,157,-4.40000009536743,2.70000004768372,5.90000009536743,13.1999998092651,15.5,15.4000005722046,12.1000003814697,"5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","5.3  ATLANTIC HIGHLANDS","5  NORTHERN FORESTS",2253259.42745,34832590316.9,-62.88173,44.80932,1900-06-05
"446","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=18329680","1956-06-10",NA,"Y",NA,NA,NA,"Online Herbarium",6,10,1956,162,-1.10000002384186,5.7000002861023,11.8000001907349,18.3999996185303,18.8999996185303,18.8000011444092,14,"5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","5.3  ATLANTIC HIGHLANDS","5  NORTHERN FORESTS",1357092.4693,21835391920.3,-78.494878,41.069279,1900-06-10
"447","https://neherbaria.org/portal/collections/individual/index.php?occid=702338","1956-06-10",NA,"Y",NA,NA,NA,"Online Herbarium",6,10,1956,162,-3.29999995231628,4.40000009536743,10,17.8000011444092,18.7000007629395,18.8999996185303,13.1999998092651,"8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS",9752633.62823,160748671110,-71.12099,43.1242,1900-06-10
"448","41416","1956-06-26",NA,"Y","Y",NA,NA,"ECSmith",6,26,1956,178,-5.2000002861023,3.10000014305115,6.5,14.4000005722046,16.1000003814697,15.5,11.3000001907349,"5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","5.3  ATLANTIC HIGHLANDS","5  NORTHERN FORESTS",2253259.42745,34832590316.9,-65.22508,44.72176,1900-06-26
"449","41417","1956-06-20",NA,"Y","Y",NA,NA,"ECSmith",6,20,1956,172,-3.5,3.60000014305115,6.90000009536743,14.1000003814697,15.8000001907349,15.3000001907349,11.8000001907349,"5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","5.3  ATLANTIC HIGHLANDS","5  NORTHERN FORESTS",2253259.42745,34832590316.9,-65.88992,44.4818,1900-06-20
"450","41420","1956-06-20",NA,"Y","Y",NA,NA,"ECSmith",6,20,1956,172,-3.29999995231628,3.20000004768372,6.30000019073486,13.1999998092651,14.6000003814697,14.9000005722046,11.6999998092651,"5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","5.3  ATLANTIC HIGHLANDS","5  NORTHERN FORESTS",2253259.42745,34832590316.9,-66.06792,44.29102,1900-06-20
"451","41421","1956-06-18",NA,"Y","Y",NA,NA,"ECSmith",6,18,1956,170,-5.09999990463257,2.90000009536743,7.09999990463257,14.6999998092651,16.3999996185303,15.6999998092651,11.9000005722046,"8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS",9752633.62823,160748671110,-64.70348,45.00733,1900-06-18
"452","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=18329762","1956-06-17",NA,NA,"Y",NA,NA,"Online Herbarium",6,17,1956,169,-3.40000009536743,4.40000009536743,10.5,18.3000011444092,18.8999996185303,18.5,12.6999998092651,"5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","5.3  ATLANTIC HIGHLANDS","5  NORTHERN FORESTS",774506.875292,24651854882.6,-73.805151,43.320482,1900-06-17
"453","https://neherbaria.org/portal/collections/individual/index.php?occid=702362","1956-08-14",NA,NA,"Y","Y",NA,"Online Herbarium",8,14,1956,227,-5.90000009536743,2.10000014305115,8.19999980926514,16.2000007629395,16.5,16.6000003814697,11.1000003814697,"5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","5.3  ATLANTIC HIGHLANDS","5  NORTHERN FORESTS",4392637.73784,160162093148,-71.58005,44.09774,1900-08-14
"454","https://neherbaria.org/portal/collections/individual/index.php?occid=702354","1956-08-14",NA,NA,"Y","Y",NA,"Online Herbarium",8,14,1956,227,-5.90000009536743,2.10000014305115,8.19999980926514,16.2000007629395,16.5,16.6000003814697,11.1000003814697,"5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","5.3  ATLANTIC HIGHLANDS","5  NORTHERN FORESTS",4392637.73784,160162093148,-71.58005,44.09774,1900-08-14
"455","41419","1956-08-07",NA,NA,"Y","Y",NA,"ECSmith",8,7,1956,220,-5,1.70000004768372,4.40000009536743,11.6999998092651,14.4000005722046,15.4000005722046,12.9000005722046,"5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","5.3  ATLANTIC HIGHLANDS","5  NORTHERN FORESTS",2253259.42745,34832590316.9,-61.0465506,45.2864507,1900-08-07
"456","41423","1956-08-03",NA,NA,"Y","Y",NA,"ECSmith",8,3,1956,216,-4.2000002861023,3.10000014305115,6.59999990463257,13.9000005722046,16.2000007629395,16,12.6000003814697,"5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","5.3  ATLANTIC HIGHLANDS","5  NORTHERN FORESTS",2253259.42745,34832590316.9,-63.2448433,44.8893545,1900-08-03
"457","41424","1956-08-02",NA,NA,"Y","Y",NA,"ECSmith",8,2,1956,215,-4.30000019073486,3,6.80000019073486,14.1000003814697,16.5,16.1000003814697,12.6000003814697,"5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","5.3  ATLANTIC HIGHLANDS","5  NORTHERN FORESTS",2253259.42745,34832590316.9,-63.574071,44.610674,1900-08-02
"458","41425","1956-07-31",NA,NA,"Y",NA,NA,"ECSmith",7,31,1956,213,-4.90000009536743,3.40000009536743,7.09999990463257,14.8000001907349,16.8000011444092,16.2000007629395,12.4000005722046,"5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","5.3  ATLANTIC HIGHLANDS","5  NORTHERN FORESTS",2253259.42745,34832590316.9,-64.15848,44.5807,1900-07-31
"459","41426","1956-08-03",NA,NA,"Y","Y",NA,"ECSmith",8,3,1956,216,-4.2000002861023,3.10000014305115,6.59999990463257,13.9000005722046,16.2000007629395,16,12.6000003814697,"5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","5.3  ATLANTIC HIGHLANDS","5  NORTHERN FORESTS",2253259.42745,34832590316.9,-63.2448433,44.8893545,1900-08-03
"460","41427","1956-08-02",NA,NA,"Y","Y",NA,"ECSmith",8,2,1956,215,-4.2000002861023,3.10000014305115,6.59999990463257,13.9000005722046,16.2000007629395,16,12.6000003814697,"5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","5.3  ATLANTIC HIGHLANDS","5  NORTHERN FORESTS",2253259.42745,34832590316.9,-63.2448433,44.8893545,1900-08-02
"461","45078","1956-07-14",NA,NA,"Y",NA,NA,"ECSmith",7,14,1956,196,-6.2000002861023,0.800000011920929,4.59999990463257,12.4000005722046,15.6000003814697,15.3000001907349,11.5,"5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","5.3  ATLANTIC HIGHLANDS","5  NORTHERN FORESTS",1116323.53198,10621484451.2,-60.32806,46.81099,1900-07-14
"462","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=11968958","1956-07-31",NA,NA,NA,"Y",NA,"Online Herbarium",7,31,1956,213,-0.800000011920929,6.09999990463257,12,18.5,19,18.8999996185303,13.9000005722046,"8.4","OZARK/OUACHITA-APPALACHIAN FORESTS","8","EASTERN TEMPERATE FORESTS","8.4  OZARK/OUACHITA-APPALACHIAN FORESTS","8  EASTERN TEMPERATE FORESTS",6793228.13774,344088619037,-77.926634,41.147713,1900-07-31
"463","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=11968962","1956-07-31",NA,NA,NA,"Y",NA,"Online Herbarium",7,31,1956,213,-0.800000011920929,6.09999990463257,12,18.5,19,18.8999996185303,13.9000005722046,"5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","5.3  ATLANTIC HIGHLANDS","5  NORTHERN FORESTS",1357092.4693,21835391920.3,-77.887264,41.223911,1900-07-31
"464","https://neherbaria.org/portal/collections/individual/index.php?occid=702305","1956-07-25",NA,NA,NA,"Y",NA,"Online Herbarium",7,25,1956,207,-4.2000002861023,3.5,8.90000057220459,17.1000003814697,17.8000011444092,17.8000011444092,12.1000003814697,"5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","5.3  ATLANTIC HIGHLANDS","5  NORTHERN FORESTS",4392637.73784,160162093148,-71.44678,43.83927,1900-07-25
"465","https://neherbaria.org/portal/collections/individual/index.php?occid=2101100","1956-09-01",NA,NA,NA,"Y",NA,"Online Herbarium",9,1,1956,245,-4,3.70000004768372,7,14.1999998092651,15.6000003814697,16.3000011444092,11.6999998092651,"8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS",9752633.62823,160748671110,-67.03822,44.83621,1900-09-01
"466","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=11976239","1957-05-17","Y","Y",NA,NA,NA,"Online Herbarium",5,17,1957,137,3.79999995231628,11.1000003814697,15.9000005722046,21.1000003814697,21.8000011444092,20.3999996185303,17.8000011444092,"8.4","OZARK/OUACHITA-APPALACHIAN FORESTS","8","EASTERN TEMPERATE FORESTS","8.4  OZARK/OUACHITA-APPALACHIAN FORESTS","8  EASTERN TEMPERATE FORESTS",6793228.13774,344088619037,-78.944615,39.699937,1900-05-17
"467","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=11968864","1957-05-02","Y","Y",NA,NA,NA,"Online Herbarium",5,2,1957,122,2.10000014305115,10.1000003814697,15.1000003814697,20.6000003814697,21.3999996185303,19.5,17.3999996185303,"8.4","OZARK/OUACHITA-APPALACHIAN FORESTS","8","EASTERN TEMPERATE FORESTS","8.4  OZARK/OUACHITA-APPALACHIAN FORESTS","8  EASTERN TEMPERATE FORESTS",6793228.13774,344088619037,-78.505814,40.357549,1900-05-02
"468","44591","1957-05-27","Y","Y",NA,NA,NA,"ECSmith",5,27,1957,147,-0.800000011920929,4.09999990463257,10,15.6999998092651,17.7000007629395,16.7000007629395,14.3000001907349,"5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","5.3  ATLANTIC HIGHLANDS","5  NORTHERN FORESTS",2253259.42745,34832590316.9,-64.558806,44.964532,1900-05-27
"469","44585","1957-05-27","Y",NA,NA,NA,NA,"ECSmith",5,27,1957,147,0.900000035762787,4.7000002861023,9.30000019073486,14.3000001907349,15.3000001907349,14.6999998092651,14.1000003814697,"5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","5.3  ATLANTIC HIGHLANDS","5  NORTHERN FORESTS",2253259.42745,34832590316.9,-66.17524,44.13684,1900-05-27
"470","44586","1957-05-29","Y","Y",NA,NA,NA,"ECSmith",5,29,1957,149,0.900000035762787,4.7000002861023,9.30000019073486,14.3000001907349,15.3000001907349,14.6999998092651,14.1000003814697,"5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","5.3  ATLANTIC HIGHLANDS","5  NORTHERN FORESTS",2253259.42745,34832590316.9,-66.09767,44.35616,1900-05-29
"471","44588","1957-06-04","Y","Y","Y",NA,NA,"ECSmith",6,4,1957,155,-1.20000004768372,3.79999995231628,9.69999980926514,15,17.2000007629395,16.6000003814697,14.4000005722046,"5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","5.3  ATLANTIC HIGHLANDS","5  NORTHERN FORESTS",2253259.42745,34832590316.9,-63.84028,45.04912,1900-06-04
"472","44589","1957-05-30","Y","Y","Y",NA,NA,"ECSmith",5,30,1957,150,0.400000005960464,4.30000019073486,9.5,14.6999998092651,16.3000011444092,15.6000003814697,13.6999998092651,"5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","5.3  ATLANTIC HIGHLANDS","5  NORTHERN FORESTS",2253259.42745,34832590316.9,-65.93479,44.1534,1900-05-30
"473","44590","1957-05-29","Y","Y","Y",NA,NA,"ECSmith",5,29,1957,149,0.900000035762787,4.7000002861023,9.30000019073486,14.3000001907349,15.3000001907349,14.6999998092651,14.1000003814697,"5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","5.3  ATLANTIC HIGHLANDS","5  NORTHERN FORESTS",2253259.42745,34832590316.9,-66.17524,44.13684,1900-05-29
"474","44642","1957-05-30","Y","Y",NA,NA,NA,"ECSmith",5,30,1957,150,0.400000005960464,4.30000019073486,9.5,14.6999998092651,16.3000011444092,15.6000003814697,13.6999998092651,"5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","5.3  ATLANTIC HIGHLANDS","5  NORTHERN FORESTS",2253259.42745,34832590316.9,-65.8348392,44.4662379,1900-05-30
"475","44643","1957-05-29","Y","Y","Y",NA,NA,"ECSmith",5,29,1957,149,-0.200000002980232,4.7000002861023,10.9000005722046,16.3000011444092,18.2000007629395,17.1000003814697,14.6000003814697,"8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS",9752633.62823,160748671110,-66.0491666989,44.5333333081,1900-05-29
"476","44644","1957-05-27","Y","Y","Y",NA,NA,"ECSmith",5,27,1957,147,-0.600000023841858,4.30000019073486,10,15.4000005722046,17.3000011444092,16.5,14.6000003814697,"5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","5.3  ATLANTIC HIGHLANDS","5  NORTHERN FORESTS",2253259.42745,34832590316.9,-64.21913,44.86004,1900-05-27
"477","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=11976237","1957-05-17",NA,"Y",NA,NA,NA,"Online Herbarium",5,17,1957,137,3.79999995231628,11.1000003814697,15.9000005722046,21.1000003814697,21.8000011444092,20.3999996185303,17.8000011444092,"8.4","OZARK/OUACHITA-APPALACHIAN FORESTS","8","EASTERN TEMPERATE FORESTS","8.4  OZARK/OUACHITA-APPALACHIAN FORESTS","8  EASTERN TEMPERATE FORESTS",6793228.13774,344088619037,-78.928324,39.709106,1900-05-17
"478","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=24858935","1957-06-13",NA,NA,"Y","Y",NA,"Online Herbarium",6,13,1957,164,1.20000004768372,8.80000019073486,13.6999998092651,19.8000011444092,20.2000007629395,18.2000007629395,16.2000007629395,"5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","5.3  ATLANTIC HIGHLANDS","5  NORTHERN FORESTS",1357092.4693,21835391920.3,-78.213427,41.152398,1900-06-13
"479","https://neherbaria.org/portal/collections/individual/index.php?occid=702358","1957-07-31",NA,NA,"Y","Y",NA,"Online Herbarium",7,31,1957,212,-0.200000002980232,6.7000002861023,12.1000003814697,18.6000003814697,18.8000011444092,16.8999996185303,14.9000005722046,"5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","5.3  ATLANTIC HIGHLANDS","5  NORTHERN FORESTS",4392637.73784,160162093148,-72.33672,43.37898,1900-07-31
"480","https://neherbaria.org/portal/collections/individual/index.php?occid=702357","1957-07-31",NA,NA,"Y","Y",NA,"Online Herbarium",7,31,1957,212,0.699999988079071,7.59999990463257,12.8000001907349,19.3999996185303,19.6000003814697,17.8000011444092,15.9000005722046,"5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","5.3  ATLANTIC HIGHLANDS","5  NORTHERN FORESTS",4392637.73784,160162093148,-71.91815,43.4518,1900-07-31
"481","https://neherbaria.org/portal/collections/individual/index.php?occid=702267","1957-06-26",NA,NA,"Y",NA,NA,"Online Herbarium",6,26,1957,177,1.10000002384186,7.40000009536743,12.4000005722046,18.5,19.8000011444092,18.2000007629395,16.5,"8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS",9752633.62823,160748671110,-69.82656,43.78125,1900-06-26
"482","https://neherbaria.org/portal/collections/individual/index.php?occid=2101120","1957-07-22",NA,NA,"Y","Y",NA,"Online Herbarium",7,22,1957,203,0.300000011920929,6.7000002861023,12.1999998092651,18.1000003814697,19.3999996185303,17.7000007629395,15.8000001907349,"8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS",9752633.62823,160748671110,-69.18964,44.25106,1900-07-22
